Conv_ID,Summary
34,I lived in California for more than 25 years and Wrigley Field just felt like there was an earthquake after that Javier Baez home run.nope....probably just a traffic jam on the 405.
35,"Hope everyone is fine..take care.Please observe the safety of yourself.omg >< take care dear.pls take care. Please take care..The earthquake is so horrible,hope everyone is safety!"
36,Just felt the tremors from an earthquake here in Omaha! I was on the couch and all a sudden I felt like I was on a boat..felt it in Lincoln..Whoa!
37,"Windows were rattling..we were shaking by 291 /i70 just now.felt in Overland Park....Just felt it in Kansas City, Kansas..I thought I felt a tremble just a bit ago.felt it here in Waldo..Shawnee as well!!! Just felt an earthquake here at @KCTV5 News stations reporting BIG earthquake in Wichita."
38,Stronger than I ever felt in Wichita..it was the strongest I have felt in Wichita also.I can only imagine! I've never felt one that strong and I'm north of where they happen.If it's north of 4.5 I would not be surprised..Wow! That a large area to have felt the same.it was huge here! Pretty sure I just felt an earthquake in Lawrence!
39,"Did you feel that, too?.yeah, i felt it too. Akala ko manhid ako, hindi pala..yes...just seconds long..where is the epicenter?.i felt it here in daanbantayan too"
40,"House was rockin.earthquakes are the new surfing in California, welcome to California life lol.Yep!.not Tiny felt all over cali.They said it was a 5.2, felt pretty strong and scary..yup felt it too.yes we did! I just felt an earthquake!!!!! (A tiny one I guess!!"
41,Just felt an #earthquake here in #Riverside.felt it over here in north hollywood.Felt it over here in Corona..East LA.Earthquake shook our house in Riverside really good ! Felt like 2 of them!.serious earthquake here in Hemet....felt it here in Beverly Hills.I felt 2 as well! A smaller one right before..Felt #earthquake inland.
42,"Just felt another tremor... #earthquake #NewJersey.here at FAA.. we all felt it too, a few times.Reports so far say it is not. Was that an #earthquake in #NewJersey I just felt?.wait, am I not crazy? Two shakes that made a window crack..sure felt like it in Pt Pleasant.How dare you guys make fun of the governor like that. But here in Bayville I have felt a few and have been outside too."
43,"#wakeupcall.Felt in Bartlesville!.Woke me up in Norman..We felt it!.yes, in Edmond, I thought my house was going to collapse, concerned about the damage.just visiting OKC for the first time. #Okquake 5:40 am felt it in NW OKC @OKCFOX.in little axe.Yes! Anyone else just feel an #earthquake?"
44,OMG just felt an earthquake..: making me realize how high I live in this building... Holy crap hahah..terrifying.there was and earthquake over here in California just a few hours ago.
45,Any else experience what felt like an earthquake just now? !.whole house shook for what felt like a minute in #Richmond #Earthquake..felt by hwy 10 and King George also.here in #northvan too! Whole house shook!.big shakes in Burnaby.We didn't feel it in Whistler..yes just woke up...scary.felt our house shake in Colwood (Victoria) woke us up!.YES!!
46,"Just felt an earthquake in Vancouver..me too.yep, moved a picture on our wall..me too.me too"
47,"Just felt an earthquake in Woodland Hills, CA did you?.yes! Felt it here in La Cañada..in Devore.4.3 Devore CA.felt it here in Long Beach!.did not feel it in Oak Park, thank goodness"
48,Just felt an #earthquake in LA. I just got some new earthquake stuff as gifts for the holidays. Felt it here near Eagle Rock!.Reminder to replenish earthquake kit for new year! two minutes ago in South Corona.I felt that!.yes!
49,"Praying there is no loss of life anywhere!.yeah in pakistan and afganistan too,.felt in faridabad, all safe.I'm so glad most are safe!"
50,Just felt a pretty good bump of an earthquake.
51,"Did you feel it?.felt it at Mockingbird and Lemmon!.Felt it at SMU campus..We don't usually feel them all the way over here in White Rock Lake/Casa Linda, but def felt that one..felt it in N Arlington.Felt it at my house big time! Didn't feel it, but we usually don't unless it's a 3.0 or greater. We typically don't feel them inside our building.Inwood and 35 here."
52,Where are you and did you feel it?.I-44 and Harvard.Hudson and 36th.Wichita ks.I felt the quake strong at 71st and Lewis..Yep! Just felt an earthquake in downtown Tulsa.
53,"Wow..Felt it near Tulsa as well..confirmed (South of Hwy 9 & 24th).felt that in Yukon OK.Felt it in Lincoln, NE.just felt it in stillwater... A long one"
54,"Just felt my bed and house shake from an earthquake in Arizona, weirdness!.take care oh god.be safe ! !.are you okay, Austin?.yes everything is good!.all is good!"
55,Just felt an earthquake in Tempe. !.I felt it as well at approximately 11:30 pm with a smaller one at 11:47 pm..OMG PAT I FELT IT TOO!!122!!!!
56,"My cameraman who lives in Lipa, Batangas says they felt an earthquake just now..same here sa cavite.also here in Sta Rosa, Laguna..We felt it in Makati too. Pretty long and strong..also in New Manila area :(.same here in south caloocan.5 to 10 seconds.same here in Calamba Laguna, malakas sya & matagal din...earthquakes & typhoons makes me realize that we are vulnerable."
57,"I've never heard a quake shake my door like that..Yeah, woke me up out of a deep sleep! Doors were rattling.Shaking monitors and rafters here at KWCH.Everything was rattling this time and the bed shook hard. We may have just felt an earthquake at the NWS office in Wichita?"
58,Scary shit!.hope you're all okayyyy.how big is the earthquake?.me too I was scared.omg hope you're okay! !.Shiiiit I hope you're good now!.stay safe
59,"Anybody confirm or was it just me?.Yes.just felt it in springfield.I felt it too! I think I just felt an earthquake in Creswell, Oregon!"
60,"RT @joerogan Either I just felt an earthquake in Vegas or someone in this hotel is laying some SERIOUS pipe.holy shit that's funny.Maybe you got poked in the rear and thought it was an earthquake? Either I just felt an earthquake in Vegas or someone in this hotel is laying some SERIOUS pipe..Hulk smash..It's an earthquake, Joe."
61,"We felt it In Uptown..yea felt it here in carrollton.We felt it too! Did you feel it where you are?.shook office in Las Colinas for 4-5 seconds.we felt it!.we felt at Scottish Rite hospital.soooooo when will the news report what we all know, which is it's due to fracking?.In fairness, they did report the SMU study that said it was probably fracking.yes it seemed pretty strong in Las Colinas.Definitely!"
62,"The epicenter is Nepal this time again..Stay safe vips.Yes earthquake in delhi....r u in Delhi?? Omg, i just felt myself swaying a bit and got a msg that theres been an earthquake in Delhi!!"
63,"Don't bother reading the first word, it's TK from Ling Tosite Sigure..it was a 3.2 up in Irving.IT WAS SO SCARY I THOUGHT I WAS GONNA DIE.I didn't feel anything.we always get them in Irving.WHAT.WAIIT I DIDNT FEEL IT SO WHERE WAS IT EXACTLY?.I DIDNT FEEL IT never felt one in texas!!!"
64,"Send us a tweet if you felt the earthquake.I did.Yeah, I felt it. Go Broncos..I felt it too!.yo man it was crazy son.. Like I was in the bathroom and like I just assumed my roommate was wrestling his baby momma again.Oh yeah."
65,"I ve seen parts of major floods here ( 93 & 2011) and tornado aftermath, but earthquakes are a whole other thing. We just had an #earthquake in #chicago that I actually felt."
66,I literally just felt an earthquake and NO ONE IN MY FAMILY BELIEVES ME.No question it was!.I felt it too!
67,"Take care..wow take care, let us know how you get on Let us know if you need help with anything..Great - fabulous to know."
68,"Horrible news all over..yip felt it here in Delhi......went back to bed.....Yes, felt it.we had a small shake in johburg, hope you all are safe. !.I'm from kolkata and I felt it quite well. Anyone lea felt that?? #iamshaking #earthquake.Pommie we just shaking bad in Delhi."
69,I just felt an earthquake in LA ... who's playing Coachella right now??.Florence!!!!!! @kaskade murdered the stage... thats why you felt an earthquake.
70,"What can that fat ass do...besides close bridges?.Sometimes, it's just SOOOO easy you can't help but take the cheap ones, right?.. Did any one felt that?.At least Philly's fat good luck charm could sing ""God Bless America""!"
71,Just felt an #Earthquake here in #SantaMonica.Didn't feel a thing in Simi - not that far away..no kidding! i got nothin..I felt it in #hollywood..It's just the earth celebrating the new year a few days late. That sounded far less corny in my head..You're in California ... you have lots of earthquakes..didn't feel a thing in Santa Monica. !.My neighbor tripped and fell.
72,I'm pretty sure i just felt an earthquake in vegas. Or am I trippen?!
73,"@KWCH12 will have latest at 10.we felt it, moved my husbands chair, I thought it was my #imagination.thanks oklahoma..felt in derby... That was sick.. Never felt one before!.my damn bed moved. That was a big one.. @KWCH12NDBrian & we just felt an earthquake in downtown Wichita. #BREAKING And we just felt an earthquake in downtown #Wichita."
74,"#Vancouver.We just felt our condo building downtown shaking too... dining room lamp still swaying as I type....Why are my hanging lights swaying?! Think we just felt an earthquake here in the @VancouverSun newsroom. @VancouverSun: Think we just felt an earthquake here in the @VancouverSun . #Vancouver .subtle out here in but totally felt it while I was reading..yes, blinds were shaking, all glasses on the shelf making noise. Downtown Vancouver, 23rd floor #scaring.Definitely felt it in Yaletown."
75,just arrived in earthquake ville (la habra) and already felt an aftershock ha ha bye.I felt one earlier and I'm in walmart where stuff it gonna fall on me.stay safe.really?.I read there have already been 189 aftershocks!
76,"Wtf.and during a Dodger game..announcer says small tremor, and then continues calling game like it's no big deal.it's crazy huh!.omg I'm in Houston never felt one I would freak the f out! I'm in LA and just felt an earthquake. !.don't you just love California it has it all..there was two another one happened it was little though.me too!"
77,We felt that in San Bernardino.ur in san bernardino?! IE.we definetly felt it here in Long Beach. Felt it strong here in Long Beach!.here's the proof.it was less then a mile and a half from my house in la habra.
78,"#Earthburp.FYI: Spring Equinox is tomorrow RT @ChristiRPearson: @weatherchannel just felt an earthquake at my house in Summerville, South Carolina"
79,"Mild.hope you are safe Lilian.how big was it?we felt nothing here in Monterey.Glad you are okay..that was a big or little earthquake?.did earth move for you as it did for me ;).so wearied to feel that I remember when San fran had one in 80s it shook so hard things fell off shelves.as long as u r ok , but I'm blaming ur neighbor for given the state of California a stunner ! It's 6:30am so was sleeping & felt like someone was shaking my bed!! Just got an #earthquake here in Californina!"
80,"Whoa...just felt like an earthquake here in Lake Carolina!.was felt up in Charlotte, also!.In Camden. Felt like earthquake.forest acres too!.felt it big time here near Swansea!.same here in Columbia.same In forest acres.Yep I did too in NE Cola!.felt it in irmo.felt it big time in Irmo!!!!"
81,"#NotFabulous.what part of cali are you in?.I'm trying to look at the news here New York but they're not telling me anything yet..a Sturdy Desk, or Table!!! "".Morning beautiful.This is why I'm afraid to go to Cali, even to visit family."
82,#Earthquake More info soon..I just came on to check twitter to see what happened. Parrots freaked out & flopping on cage bottoms.can't believe it. Lost my home 20 years ago to the Northridge quake.
83,"No I thought I was better than that too...I'll stop talking now.its okay Puerto Rico can't stand its own awesomeness, so that happens from time to time. Damn just felt an earthquake in puerto rico.ITS WAS FUCKING CRAZY.Oh shyt, talk about luck. You'll get used to it....are you at the ritz?"
84,"I'm Scottish, Key West is one of my favourite places!.M5.0 earthquake, N. coast of Cuba felt by some in the #Keys. I just felt an earthquake in Key West FL. Having lived in earthquake zones I'm a geek who keeps the live USGS map on my favourites."
85,"Just felt a sharp, quick jolt..Sharp jolt with small rolling after-shocks in Santa Monica.quick jolt 90025.6 floors up at the Water Garden in SM and we felt that one! Sharp jolt, like a truck had hit the building..Felt nothing..I always miss out on all the fun in Burbank.A longing for simpler times..um...felt an earthquake?.I knew it."
86,Just felt an earthquake in Tulsa. Snowquakenado!.I felt it too in Jenks and FB'd about it rt Street it happened.Didn't feel it in Sapulpa..yep me to
87,It will let you know location and strength..how?.felt it in Bethany.I just felt the earthquake in Shawnee.Just felt an #earthquake in Edmond. Just felt an #earthquake in Edmond. Let's find another method. Red Cross Earthquake App will let you know location & strength.
88,"Can't believe I've lived in LA for years and never felt an earthquake and just felt one in Tokyo! :(( I haven't feel it since I left Japan but I still remember how it's scary:((.isn't it the weirdest/scariest feeling tho ah I'm glad you are fine.i like to know your position at that time;) It was lil big I think even I'm Japanese but don't worry that level is often n no damaged building,train,anything!.stay safe!.Oh wow."
89,Just felt an earthquake in #TAIPEI...
90,"We just felt an earthquake in Berkeley But http://usgs.gov --the most reliable source--is closed due to the government shutdown..3.1 quake @RadioRodriguez follow @QuakeReports for reports.omg, I thought you were joking."
91,"Let's check it out online... http://www.usgs.gov/  Dang..Oh man....Felt it next door in Albany..hah, thought I felt a little bump half an hour ago but I'm down in the South Bay."
92,"I think I just felt an earthquake in Fort BGC....I felt it also here in Manila.Yup. I really felt the earthquake!.felt that too...was a quick second or two.yes there was an earthquake.yup, I'm on the 16th floor..."
93,take care guys!.What happened? !.Is everybody ok?.glad you boys are safe and sound.I am in China too and I did feel that too!.cant wait to see u in the VIP!!!!!!!!
94,"Just felt an earthquake here in Norman, OK! #earthquake #okquake.Earthquakes = wedges.Seems like tornadoes aren't the only phenomena moving East..3.0 according to the news!"
95,"Did anyone else feel it?.Be safe..Be safe Maria Elena..I'm in the northern part of the island and it was so strong. En Santo Domingo, en un piso 12, bastante largo y remenion!.I am still waiting to hear news from my family in DR. Are there reports of infrastructure damage in El Cibao?"
96,"Just felt an #earthquake in #losangeles #la #ca.Cool, we are a day away from flooding and winds."
97,"Just felt an earthquake in maine  Weirdness.some old guy in my class said it was the airport :P i didnt believe him for a second!.it was so bizarre. I said ""uh oh, earthquake."" lol.there was an earthquake in North Texas a few weeks ago."
98,"There was just an earthquake in Maine we felt in Cambridge. http://upload.wikimedia.org/wikipedia/commons/d/db/Quake_epicenters_1963-98.png   According to this chart, the earthquakes seem to avoid Canada..isn't Maine, like, basically Canada though?.good point."
99,"I swear to god we just felt an earthquake in Burlington. !.freight train just went by my house or that was an earthquake.Haggs, signs of the apocolypse: earthquake in New England, and NHL/Players Association making strides.I just went back to see who tweeted first on the quake. What the heck was that?.I felt it in Wilton NH.4.6 from southern Maine area."
100,"Be safe..wellcome to Chile, earthquake are very common.the earthquake was nothing compared with the things that we'll feel today in chile!!! Just felt an Earthquake here in Chile #Wild.Welcome to Chile hahah... RT @tobymorse Just felt an Earthquake here in Chile #Wild.oh my. Hope all is good."
101,"Nuts..AReed72 @str8edgeracer I wanna feel an earthquake!!!!! Awesome just felt an earthquake in Southlake, Tx."
102,"Small one, but an earthquake nonetheless.. it was def an earthquake.it was an earthquake #CaliProbs.get use to it. Think I just felt an earthquake over here in Cali...who knows."
103,Surprised it felt so strong being a 4.4 and that far away..Yes felt it near downtown Burbank!.Didn't feel a thing. Did you feel it?.yes!
104,"I missed the 1989 earthquake in San Francisco because I was at  @SpaceCampUSA Nobody but us was particularly impressed..oopps mybe it's part of the training, ask to the tutor!.Exciting!"
105,Just felt an earthquake jolt here in Southern California.
106,Just felt an earthquake in Zamalek.
107,"That shit is scary.Wow stay safe bro, I have been in a few in CA and it is not fun when you are in the middle of the airport Marriott ... getting out or moving to a lower floor with quick egress is best since aftershocks keep coming for a bit.Damn. Be safe!.This #earthquake was pretty substantial. - everyonow knows they mean the earthquake or  temblor . Feeling an #earthquake in #Guatemala City right now."
108,I can t go back to sleep after that weird rocking. Now I can t go back to sleep. Waking up to an earthquake in Atlanta was the strangest feeling.
109,Feeling an #earthquake right now in #SanDiego.Huntington Beach too.
110,"Is it an #earthquake or just a shrug?.it is.Earthquake reported in UP, Bihar and West Bengal as well..In Darjeeling and Sikkim too"
111,@MyDesert felt like it just got rocked!.Anyone feeling #earthquake in Palm Springs? that was a big one!.Entertainment center creaked in Banning and clothes swayed in closet but no shaking.how big was it?.Anyone feeling #earthquake in Palm Springs? .I'm in the Inland Empire and we felt it too!.Anyone feeling #earthquake in Palm Springs?
112,"Near Hytop, AL..Felt it in Albertville.We felt it in skirum alabama which is about 25 mile south of Fort Payne.Felt it in Huntsville, AL, near the old Grissom HS..I thought somebody was playing Prince's song ""Housequake"" really really loud..I felt it in albertville Report of people feeling it in Henagar & Section, AL..We felt it in Farragut area.I felt it, i m at Snead State, in Boaz Al..Felt it at my apartment on Airport Road as well.Yes!"
113,Did I just feel an earthquake in Brooklyn or am I losing my mind (a distinct possibility).Felt it too... whole bed was shaking.Ok I also felt it in Clinton Hill
114,I m not getting used to the fact that the earth is moving together with a deep roar. The heaviest one I felt since I returned to Japan.
115,"4:17 am..Sometimes love knocks you down?.I just did here in Fayetteville..In LA we call it Wednesday..that s wild! Anybody else just feel an earthquake in Atlanta? #globalwarmingisreal #timetoinvestinpropertyintgemotherland .Yup, felt it here in Snellville.Hell yea I thought I was trippin.That was me brainstorming."
116,!.I just felt this too!.100% felt it! Was that an earthquake in the #Crawley and #Gatwick area that just woke me up and scared the shit out of me?
117,Scary stuff.I felt small shaking in Cleveland!.Atl Ga had one too!.Sweetwater here and YES!.Yes! Anyone else feel what I'm assuming was an #Earthquake near me?? Tossed me out of bed and shook things off the walls.
118,"The current one, not the other one..There's been an earthquake?.The 2 oldest did upstairs but I was testing our new to us unjumped on sofa & didn't feel it..I was watching Thor Dark World on Beeb 1 - literally thought it was a special effect, checked time thought I'd better turn telly down a bit #dolbysurroundsound.Eeek.I remember it, Carol. A bookcase fell on me at work! Driven into a F0 sized tornado...Survived Hurricanes: Irma, Wilma, Katrina, and the big one Andrew !.Scary!.Where did this happen?"
119,An earthquake in Japan and now another earthquake in Ecuador all in one week ... WAKE THE TF UP PEOPLE !!! GLOBAL WARMING IS COMING AT ITS FULL FORCE..You still gonna go drive places tomorrow I bet
120,?.I thought somebody in my house fell down the stairs and hit the hard wood at the end.I felt it. Anybody else in the southside area or Atlanta period heard that shit.....was that an earthquake?
121,i know some of you dont care but there was an earthquake in mexico again and this scares the shit out of me bc there has been a lot of earthquakes here lately.i hope you're okay stay safe please.was it in ur area are you ok?.Stay safe luv
122,I didnt feel shit LOL.Same.Daaaaamn apparently we had one too but we can never feel them lmao
123,!I thought the building next to me was going to crash to the ground ( it didn t).Ahhh! So relieved to hear you re ok!.So glad to hear you are ok..Omg I had no idea you were there! So happy you re safe and sound!
124,"oh shit there was an earthquake in southern ca.it was a small one but wow hope everyone s safe, they can get scary.It was terrifying my bed has wheels and my bed FLEW across my room"
125,"I am in southern Bali and I just experienced a goddamn magnitude 7 earthquake. Holy shit that was an insane experience..Stay safe Rohan, damnit.Glad you re ok. Stay safe & watch those aftershocks.Oh no."
126,"HOLY SHIT, was that an earthquake in NJ last night?? Excuse me while I go pick up my melted face. @NickHexum @pnut.Awesome awesome show!!!"
127,"Holly shit there was an earthquake so strong that I saw the appartment moving and one of my trophies fell from the shelf Was never so scared in my own house.Ya we get it, you have trophies.Hope you're alright and there wasn't much damage!.Holy fuck,I just jumped out of my bed.My bed was moving sideways lol.Are you sure it wasn t just your neighbors drilling?"
128,"wow fuck there was an earthquake earlier in the central part of my island and a tsunami just hit like a few mins ago (I m ok, barely even felt the earthquake and we re too far for the tsunami to hit us here but holy shit).Glad you re ok.Ah thank goodness you're okay! stay safe!.im so glad ure ok!"
129,"Shit, got hit by an 8.2 earthquake and we're watching netflix thinking someone is breaking in our house. And that the tsunami warning is over!"
130,Just try and stop me..ATC might try to stop you lol There s a lot of dope shit that needs to be done. Excited to get back to WORK.
131,"everyone in cali is tweeting about an earthquake and it makes me wanna not move there tf that shit scary.twitter.com/csydelko/statu .Earthquakes can happen literally anywhere michelle.I heard it happens all the time.East: Floods and Hurricaines, Middle: Tornadoes and Dust Storms, West: Earthquakes and Sinkholes.I didn't feel it and most of the time they happen before you even realize it or your asleep"
132,"3rd visit to the ER in New Zealand bc of an infected kidney, there were 2 earthquakes in the hospital then my dad called me a shit magnet.and then two gosh darn earthquakes WTF.Hahahahaha i LOVE you!"
133,"Scary shit we just had an Earthquake in Kos Greece Getting out of Apartment say it was 6. something!.We also in Rhodos.Hello, are you available to speak to BBC World News LIVE in half an hour regarding the earthquake?.Hi I work for ITV News would you mind if I contacted you to speak about this?"
134,oh shit last night i was seriously considering there was a demon rattling my bed but i just found it was an earthquake in Cali!!! How strong was that earthquake on the richter scale?.oh my goddddd. hope u & yazzy are ok tho.lol okay.wapa.I wish my bed would shake like that sometimes! FML lol.I know right !!
135,"I survived a year in tornado country I'll be chill.Californians would die from dehydration from crying if a tornado was even forming.well socal tornado the would be fatal.Totally, I'd take quakes over a tornado any day..well the pretty ones would land in some midget land while their greatest enemy would be crushed under a house/apartment studio..If it drizzled a bit people would be fleeing to the hills. It's just an earthquake."
136,Scary shit!.how big is the earthquake?.hope you're all okayyyy.me too I was scared.omg hope you're okay! !.Shiiiit I hope you're good now!.stay safe
137,"Scared the shit out of me!.KEEMSTARx #DramaAlert.if it was small one its so common in japan... where i used to live (which is Shizuoka) used to have like 3-4 earthquakes in a month. Just got hit by 4 earthquakes in Hakone, Japan!"
138,"last earthquake I was in was when i was 5... it's some scary shit.do you watch pll ?.when it lived in Cali there was an earthquake but I didn't know it was an earthquake but I was scared as shit.omg, i hope it too.I'm in cali right now I got here this morning a few hours after"
139,"On my third anniversary of living in LA, I just felt my third earthquake.I came and hid by Marcus like he was gonna stop the earth from shaking."
140,another #earthquake in #Oakham loud felt the windows shake about 10 mins ago!!? Joe.third #earthquake felt in #Oakham my house windows shook for a few seconds and loud #bang Any updates please?
141,I ve been thru a hurricane now in PR and now an earthquake.
142,i was still in my bed when LITERALLY an earthquake just happened here in puerto rico. and my bed was shaking...IM SCARED NOW.You good?
143,Scary.Alberta tryna break away from the rest of Canada and the north American continent
144,Just felt my first earthquake. And it was only level 4 magnitude!!
145,"Not going to lie, being in an apartment building during one is a bit scary.ya, we had one here a couple of years ago and it's the weirdest feeling.."
146,"!.See, it was a good thing you were awake early this morning!.took me a second to figure out what it was... Wow..... 6.7 earthquake releases over 900 times stronger of a 4.7 earthquake like this morning. Just felt my first earthquake tremor in LA... 1994 quake was 42% stronger/longer..realgranthill33
 That wasn't bad at all."
