Conv_ID,Summary
22,"Felt strong to me too Sorry I was playing jump rope Didn t feel that one but felt the one we had yesterday in San Martin. Just felt an earthquake in San Jose...Bed started shaking and door kept rattling. Didn t feel it in Houston, but now I feel *really* bad for leaving the cat home since his brother-from-another-mother died. On southwest expressway and fruitdale in San Jose."
23,"It s called damping, it allows for the vibrations from the ground to ripple upward through the building, if the building didn t sway there would be more structural damage. oh so that what it was i was so confused perfectly normal for a building to sway during an earthquake, it would be worse if it didn t Watch out for the aftershock Why?"
24,"First instinct was to check twitter if #earthquake was trending. I was happy my wall mounted bike didn't fall. Interesting Bot, never thought about how many earthquakes there are daily. LOL I was in a high rise and didn't feel a thing. Wasn't that strong (pictures stayed on the wall)."
25,"You can't tell a force of nature or a part of the earth to chill out, if the planet didn't have these quakes it would be a dead world. -- #California #Quakes nah...we're a sanctuary state now ...this is a rebellion so the state rebels Felt it here in Santa Cruz, too. Just felt an #earthquake in East San Jose. Just felt a jolt at 8:17PM near Petaluma. Small shake, lasted two seconds max."
26,"I thought nothing happens in IL There is the new Madrid fault. Reports of an 3.8 M earthquake near Albion, IL just before 8 am. It is long overdue for a 8.0+ We have been preparing for it my entire life."
27,"I believe I have a power bar around here somewhere...should we buy Berkey's? I just felt an earthquake in LA. I felt it in Hollywood Hills. Prob an earthquake, Or.... maybe It's our unchecked rage over Trumpcare 3.0 rising to the surface in a quiet moment. Either that or I drank too much coffee this afternoon. Will stick with the britta but really feel like squashing fear with unnecessary purchases."
28,North San Jose Felt it in North San Jose... Just felt an #earthquake in East San Jose. Felt it on the 4th floor in Milpitas Felt the quake here on Toyon near Alum Rock Park. We felt another one just a couple of minutes ago. My mom also felt it as I was speaking on phone with her. In West San Jose and didn't feel it...
29,"WHY ARE YOUR PEOPLE PUTTING ME IN TIMEOUT FOR DEFENDING POTUS TRUMP,WHEN OTHERS CUSS LIKE SAILORS HOLLYWOOD SAYS ALL KINDS OF TRASH AND NOTH I apologize @jack im just not a good loser. I bought $twtr stock for an emotional reason and thats on me and not you That was Snapchats share price No. no that was Benchmark v Kalanick You are just feeling the fallout of the $snap conference call and ER.. nothing to see here."
30,"We have pendant lights that were swaying back and forth 2' every which way Yeah, sounds crazy! Bozeman, MT So glad that other people felt it too and that my room isn't possessed Right?? Though, we can't guarantee that it's not... :) Great Falls, Montana with a aftershock too. Hit near Lincoln, so that makes sense."
31,Here te earth always is moving ru sure it wasn't just the latest moto gp Ducati passing by?? #ViagraEarthMover  imagine us fans have to go through in the hedges at the tt when you zip past at full throttle. Just felt an earthquake in Tokyo! keep safe Like when you win the TT!
32,A strong thud here at UP College of Mass Communication UP Manila felt here in Manila take care just pray guys it's all over the originated in malacanang the drug war (switch on the location in your tweets) #QuakePH felt like it here in Makati @Kickstartph España yes po. We felt an earthquake just now from the newsroom.
33,Just felt an earthquake in my hotel room in Muskogee felt it here in Wichita. I'm at my sister's house on Texanna Road south of Checotah. I worked there for ten years.
34,I lived in California for more than 25 years and Wrigley Field just felt like there was an earthquake after that Javier Baez home run nope... probably just a traffic jam on the 405.
35,"take care Please observe the safety of yourself omg >< take care dear pls take care. ^^ Thank you so much for your warm heart :) Have a blessed day, dear So surprised but I'm fine :) Can't believe the power of nature Have a wonderful day! Hope everyone is fine :(( By the way, pls find me on your kakao friends list Hope you and your family are safe."
36,I was on the couch and all a sudden I felt like I was on a boat. Just felt the tremors from an earthquake here in Omaha! they can be unnerving & make you stop for a second or two before it registers what it was.
37,"we were shaking by 291 /i70 just now felt in Overland Park... Just felt it in Kansas City, Kansas. I thought I felt a tremble just a bit ago felt it here in Waldo. Just felt an earthquake here at @KCTV5 News stations reporting BIG earthquake in Wichita."
38,I've never felt one that strong and I'm north of where they happen If it's north of 4.5 I would not be surprised. it was the strongest I have felt in Wichita also I can only imagine! Pretty sure I just felt an earthquake in Lawrence! Stronger than I ever felt in Wichita. My husband in Lawrence has never felt one until today. I'm waiting to see what @USGSBigQuakes says it was.
39,"Felt an earthquake just moments ago in Cebu City. Akala ko manhid ako, hindi pala. yeah, i felt it too."
40,"not Tiny felt all over cali They said it was a 5.2, felt pretty strong and scary. House was rockin earthquakes are the new surfing in California, welcome to California life lol Yep! I just felt an earthquake!!!!!"
41,serious earthquake here in Hemet... felt it here in Beverly Hills I felt 2 as well! Just felt an #earthquake here in #Riverside felt it over here in north hollywood Felt it over here in Corona. East LA Earthquake shook our house in Riverside really good ! I am so bummed I missed it.
42,"Just felt another tremor... #earthquake #NewJersey here at FAA.. we all felt it too, a few times Reports so far say it is not. sure felt like it in Pt Pleasant How dare you guys make fun of the governor like that. Was that an #earthquake in #NewJersey I just felt? But here in Bayville I have felt a few and have been outside too. I felt it."
43,"yes, in Edmond, I thought my house was going to collapse, concerned about the damage just visiting OKC for the first time. Felt it hard 3 seconds here just 1/2 mile North of Lake Hefner glad to say we missed it. #Okquake 5:40 am felt it in NW OKC @OKCFOX in little axe Yes! Felt the #earthquake at the Sheraton by the Chesapeake Arena 5:04 AM."
44,OMG just felt an earthquake..: making me realize how high I live in this building... Scary #Vancouver omg im glad you are safe though!!!
45,yes just woke up...scary felt our house shake in Colwood (Victoria) woke us up! whole house shook for what felt like a minute in #Richmond #Earthquake. Any else experience what felt like an earthquake just now? felt by hwy 10 and King George also here in #northvan too!
46,Just felt an earthquake in Vancouver.
47,"in Devore 4.3 Devore CA felt it here in Long Beach! felt it in Anaheim Felt it in Norwalk yep! Just felt an earthquake in Woodland Hills, CA did you?"
48,":) #fracking gov brown oil;& that fire thing is rocking and rolling inside it(CA earth), god made #hemp for reason I just got some new earthquake stuff as gifts for the holidays. two minutes ago in South Corona I felt that! Good thing I was checking tweets when it happened. Reminder to replenish earthquake kit for new year! Just felt an #earthquake in LA."
49,"yeah in pakistan and afganistan too, felt in faridabad, all safe I'm so glad most are safe! I just felt an earthquake in #Delhi."
50,"Just felt a pretty good bump of an earthquake. Yes Felt 2, some say 3."
51,"We don't usually feel them all the way over here in White Rock Lake/Casa Linda, but def felt that one. We just received multiple reports of an earthquake felt in the Irving area. THis one is going to be a little blurry felt it in NW Dallas. We typically don't feel them inside our building Inwood and 35 here. felt it in N Arlington Felt it at my house big time!"
52,I-44 and Harvard Hudson and 36th Wichita ks I felt the quake strong at 71st and Lewis. Just felt another smaller quake 28th and garnett 91st and 129th in BA felt it in Midtown next to TU.
53,"confirmed (South of Hwy 9 & 24th) felt that in Yukon OK Felt it in Lincoln, NE just felt it in stillwater... A long one I live in Midwest city and my building shook for a minute also in Stillwater And in Wichita."
54,"be safe, austin Be safe!! Just felt my bed and house shake from an earthquake in Arizona, weirdness! take care oh god be safe !!"
55,"hope everything is okay lol try living in california omg ingat mga bhe hope you're okay there! I felt it as well at approximately 11:30 pm with a smaller one at 11:47 pm. you should move to Brazil, we don't have earthquakes here I HOPE MY CAT IS OK"
56,"also in New Manila area :( same here in south caloocan.5 to 10 seconds same here in Calamba Laguna, malakas sya & matagal din.. earthquakes & typhoons makes me realize that we are vulnerable. same here sa cavite also here in Sta Rosa, Laguna. felt it here in Santa Rosa City, Laguna as well."
57,"Doors were rattling Shaking monitors and rafters here at KWCH Everything was rattling this time and the bed shook hard. It lasted for 10 seconds felt it at Harvey/Sedgwick County line and I-135, my first one. We may have just felt an earthquake at the NWS office in Wichita? I've never heard a quake shake my door like that. Yeah, woke me up out of a deep sleep!"
58,me too I was scared omg hope you're okay!! Shiiiit I hope you're good now! hope you're all okayyyy how big is the earthquake?
59,"I think I just felt an earthquake in Creswell, Oregon! yep felt it in Creswell too felt in the SE hills of Eugene Yes just felt it in springfield I felt it too!"
60,RT @joerogan Either I just felt an earthquake in Vegas or someone in this hotel is laying some SERIOUS pipe holy shit that's funny Maybe you got poked in the rear and thought it was an earthquake? sorry Either I just felt an earthquake in Vegas or someone in this hotel is laying some SERIOUS pipe.- It's embarrassing how unfunny u r Either I just felt an earthquake in Vegas or someone in this hotel is laying some SERIOUS pipe. 5.4-magnitude earthquake strikes northeast of Las Vegas near Caliente CAN WE GET A #NOHOMO JOE ?
61,"In fairness, they did report the SMU study that said it was probably fracking yes it seemed pretty strong in Las Colinas Definitely! we felt at Scottish Rite hospital soooooo when will the news report what we all know, which is it's due to fracking? yea felt it here in carrollton We felt it too!"
62,"Stay safe vips Yes earthquake in delhi... r u in Delhi??? Omg, i just felt myself swaying a bit and got a msg that theres been an earthquake in Delhi!! all fine here.. ya mat be.. but Delhi NCR meerut is confirmed.. okay!"
63,it was a 3.2 up in Irving IT WAS SO SCARY I THOUGHT I WAS GONNA DIE I didn't feel anything we always get them in Irving WHAT WAIIT I DIDNT FEEL IT SO WHERE WAS IT EXACTLY? I DIDNT FEEL IT @SNCKPCK I'm glad you are okay!'
64,"Send us a tweet if you felt the earthquake I did Yeah, I felt it. yo man it was crazy son.. Like I was in the bathroom and like I just assumed my roommate was wrestling his baby momma again Oh yeah. I felt it in the SAC while working!"
65,"I ve seen parts of major floods here ( 93 & 2011) and tornado aftermath, but earthquakes are a whole other thing. The Californian in me is both jaded and excited there's any seismic activity Never experienced one myself. We just had an #earthquake in #chicago that I actually felt."
66,I literally just felt an earthquake and NO ONE IN MY FAMILY BELIEVES ME No question it was!
67,"wow take care, let us know how you get on Let us know if you need help with anything. Keep safe Thank God, Rachel."
68,"Yes, felt it we had a small shake in johburg, hope you all are safe. We just had a tremor here at home felt it in Dhaka mate!!! I'm from kolkata and I felt it quite well. yip felt it here in Delhi......went back to bed.... Anyone lea felt that??"
69,"florence + the machine, broooo aftershock from @madeon killing it you just missed @madeon who just blessed the Sahara with his music those were aftershocks from @madeon it was Guetta!! #shit thats the earth crying that @madeon just finished his set where are u Zedd?? I just felt an earthquake in LA ... who's playing Coachella right now??"
70,"At least Philly's fat good luck charm could sing ""God Bless America""! That was Chris Christie boarding the bandwagon  @CVBelieve: Hold on....did I just experience an earthquake in Dallas?"
71,Just felt an #Earthquake here in #SantaMonica Didn't feel a thing in Simi - not that far away. That sounded far less corny in my head. It's just the earth celebrating the new year a few days late. didn't feel a thing in Santa Monica. I gots Tequila & Peppermint Shnapps. I felt it in #hollywood.
72,I'm pretty sure i just felt an earthquake in vegas. Or am I trippen?!
73,"@KWCH12 will have latest at 10 we felt it, moved my husbands chair, I thought it was my #imagination thanks oklahoma. felt in derby... That was sick.. Never felt one before! #BREAKING And we just felt an earthquake in downtown #Wichita. @KWCH12NDBrian & we just felt an earthquake in downtown Wichita."
74,"#Vancouver We just felt our condo building downtown shaking too... dining room lamp still swaying as I type... Why are my hanging lights swaying?! @VancouverSun: Think we just felt an earthquake here in the @VancouverSun . #Vancouver  subtle out here in but totally felt it while I was reading. Downtown Vancouver, 23rd floor #scaring Definitely felt it in Yaletown. Think we just felt an earthquake here in the @VancouverSun newsroom. It went on easily between about 30 seconds to just about a minute."
75,just arrived in earthquake ville (la habra) and already felt an aftershock ha ha bye I felt one earlier and I'm in walmart where stuff it gonna fall on me stay safe really?
76,"omg I'm in Houston never felt one I would freak the f out!! Wtf and during a Dodger game..announcer says small tremor, and then continues calling game like it's no big deal it's crazy huh! there was two another one happened it was little though me too! 5.4 at La Habra, Ca., so yeah you did feel one."
77,omg u and family ok that's the third one La Habra has had in the past hour! It was scary and there was still after shocks for hours I hope everyone's okay! SHAY IM SCARED HELP ME yes I think so!! We felt that in San Bernardino ur in san bernardino?!
78,"RT @ChristiRPearson: @weatherchannel just felt an earthquake at my house in Summerville, South Carolina A 2.5 quake in CA is about the same as a semi rolling down the road."
79,"did earth move for you as it did for me ;) so wearied to feel that I remember when San fran had one in 80s it shook so hard things fell off shelves as long as u r ok , but I'm blaming ur neighbor for given the state of California a stunner ! Mild hope you are safe Lilian how big was it?we felt nothing here in Monterey Glad you are okay. It's 6:30am so was sleeping & felt like someone was shaking my bed!!"
80,felt it in irmo felt it big time in Irmo!!!! Whoa...just felt like an earthquake here in Lake Carolina! felt it big time here near Swansea!
81,"Morning beautiful This is why I'm afraid to go to Cali, even to visit family. I went to sleep thinking about orgasms woke up smiling :-) that's was just #knocarachi walkn threw town! I'm trying to look at the news here New York but they're not telling me anything yet. But I bet you looked #Fabulous before, during & after the quake."
82,Lost my home 20 years ago to the Northridge quake. Just felt an Earthquake in Studio City. I just came on to check twitter to see what happened.
83,"No I thought I was better than that too...I'll stop talking now its okay Puerto Rico can't stand its own awesomeness, so that happens from time to time. ITS WAS FUCKING CRAZY <- thought it was just me son welcome to Puerto Rico, bro lol or maybe that was just YO MAMA! thought I saw u, not sure tho so I didn't say anything."
84,"Having lived in earthquake zones I'm a geek who keeps the live USGS map on my favourites. I just felt an earthquake in Key West FL. There was one off the coast of Cuba...it was a 5.0 that maybe what you felt. M5.0 earthquake, N. coast of Cuba felt by some in the #Keys."
85,"Sharp jolt with small rolling after-shocks in Santa Monica quick jolt 90025 6 floors up at the Water Garden in SM and we felt that one! Just felt a sharp, quick jolt. Sharp jolt, like a truck had hit the building. I always miss out on all the fun in Burbank A longing for simpler times."
86,I felt it too in Jenks and FB'd about it rt Street it happened Didn't feel it in Sapulpa. Just felt an earthquake in Tulsa. #okwx #quake Oklahoma earthquake epicenter???
87,felt it in Bethany I just felt the earthquake in Shawnee Just felt an #earthquake in Edmond. Red Cross Earthquake App will let you know location & strength. Just felt an #earthquake in Edmond. It will let you know location and strength. Download the Red Cross Earthquake App.
88,":(( I haven't feel it since I left Japan but I still remember how it's scary:(( isn't it the weirdest/scariest feeling tho ah I'm glad you are fine i like to know your position at that time;) It was lil big I think even I'm Japanese but don't worry that level is often n no damaged building,train,anything! Can't believe I've lived in LA for years and never felt an earthquake and just felt one in Tokyo! Stay safe guys!"
89,Just felt an earthquake in #TAIPEI...
90,"We just felt an earthquake in Berkeley But http://usgs.gov --the most reliable source--is closed due to the government shutdown. 3.1 quake @RadioRodriguez follow @QuakeReports for reports omg, I thought you were joking."
91,"hah, thought I felt a little bump half an hour ago but I'm down in the South Bay. Just felt an earthquake here in Berkeley."
92,"I think I just felt an earthquake in Fort BGC... felt that too...was a quick second or two yes there was an earthquake yup, I'm on the 16th floor... I felt it also here in Manila Yup."
93,"hope you guys are safe be safe and be careful Love u guys!! glad you boys are safe and sound I am in China too and I did feel that too! Whoaaa, Just felt an Earthquake here in China, Hotel is a rocking. :O Hope you are all safe !"
94,"keep fracking:) what I miss everything no I didn't feel it. #earthquake #okquake Earthquakes = wedges Seems like tornadoes aren't the only phenomena moving East. Just felt an earthquake here in Norman, OK!"
95,"I am still waiting to hear news from my family in DR. Are there reports of infrastructure damage in El Cibao? En Santo Domingo, en un piso 12, bastante largo y remenion! I m in La Romana province and the house shook firmly."
96,"Just felt an #earthquake in #losangeles #la #ca Cool, we are a day away from flooding and winds."
97,"Just felt an earthquake in maine  Weirdness some old guy in my class said it was the airport :P i didnt believe him for a second! I said ""uh oh, earthquake."" lol there was an earthquake in North Texas a few weeks ago."
98,"I MOVED AWAY FROM SF SO I WOULDN'T HAVE TO DEAL WITH THIS. http://upload.wikimedia.org/wikipedia/commons/d/db/Quake_epicenters_1963-98.png   According to this chart, the earthquakes seem to avoid Canada."
99,"freight train just went by my house or that was an earthquake Haggs, signs of the apocolypse: earthquake in New England, and NHL/Players Association making strides I just went back to see who tweeted first on the quake. I swear to god we just felt an earthquake in Burlington. You are it and I have many news/sports on list #hackswasfirst felt it to in Boston Haggs. I felt it in Wilton NH 4.6 from southern Maine area."
100,"Just felt an Earthquake here in Chile #Wild Welcome to Chile hahah... RT @tobymorse Just felt an Earthquake here in Chile #Wild oh my. wellcome to Chile, earthquake are very common the earthquake was nothing compared with the things that we'll feel today in chile!!! <3 today's eathquare is in the caupolican. Today will be a good show."
101,"AReed72 @str8edgeracer I wanna feel an earthquake!!!!! Awesome just felt an earthquake in Southlake, Tx."
102,"it was def an earthquake it was an earthquake #CaliProbs get use to it  Be safe, Chris! Think I just felt an earthquake over here in Cali...who knows  Yep...lots of celebs are tweeting about it right now. Small one, but an earthquake nonetheless."
103,"4.4 near Yorba Libda yes, lasted about 5 seconds Felt it over here on the hillside (Orange Grove). Yes felt it near downtown Burbank! No location yet, but in the 4.0 range according to TV."
104,"I missed the 1989 earthquake in San Francisco because I was at  @SpaceCampUSA Only level 2, but quite shaky on 14th floor."
105,Just felt an earthquake jolt here in Southern California.
106,Just felt an earthquake in Zamalek.
107,"That shit is scary Wow stay safe bro, I have been in a few in CA and it is not fun when you are in the middle of the airport Marriott ... getting out or moving to a lower floor with quick egress is best since aftershocks keep coming for a bit Damn. First time and honestly I'm a bit freaked out.... Wishing you, and Guatemala, well. Lived in New Madrid, MO on the big fault 6 yrs, activity constantly. Feeling an #earthquake in #Guatemala City right now. Was in G City over 10 yrs ago & had a trembler. Stay safe, bro."
108,I can t go back to sleep after that weird rocking. Now I can t go back to sleep. I felt the vibration in my entire body.
109,Feeling an #earthquake right now in #SanDiego Huntington Beach too.
110,"Feeling the tremors in #Doon now, people are reporting them from Delhi to Bangladesh. it is Earthquake reported in UP, Bihar and West Bengal as well."
111,5.1 magnitude...  #earthquake The house was definitely rockin' here in Las Palmas #earthquake yes I felt it strong and I am prepared ! Anyone feeling #earthquake in Palm Springs? @MyDesert felt like it just got rocked! felt like it just got rocked!
112,"Felt it in Albertville We felt it in skirum alabama which is about 25 mile south of Fort Payne Felt it in Huntsville, AL, near the old Grissom HS. We felt it in Farragut area I felt it, i m at Snead State, in Boaz Al. I thought somebody was playing Prince's song ""Housequake"" really really loud."
113,Did I just feel an earthquake in Brooklyn or am I losing my mind (a distinct possibility) Felt it too... whole bed was shaking Ok I also felt it in Clinton Hill
114,"The heaviest one I felt since I returned to Japan. I m not getting used to the fact that the earth is moving together with a deep roar. Good night, 1 hour ago my house was shaking with me in my bed."
115,"#globalwarmingisreal #timetoinvestinpropertyintgemotherland  Yup, felt it here in Snellville Hell yea I thought I was trippin That was me brainstorming. Anybody else just feel an earthquake in Atlanta? As the Bible says at Luke 21:11 there will be earth quakes. I just did here in Fayetteville. Never though Atlanta got those."
116,Was that an earthquake in the #Crawley and #Gatwick area that just woke me up and scared the shit out of me?! Thought I was dreaming Glad it wasn't just me....    (Reigate) Yes!! I just felt this too!
117,Anyone else feel what I'm assuming was an #Earthquake near me?? Scary stuff I felt small shaking in Cleveland! Tossed me out of bed and shook things off the walls. It was a 4.4 according to the report I saw.
118,"I was watching Thor Dark World on Beeb 1 - literally thought it was a special effect, checked time thought I'd better turn telly down a bit #dolbysurroundsound Eeek I remember it, Carol. The 2 oldest did upstairs but I was testing our new to us unjumped on sofa & didn't feel it. I didn t even feel this one!! Driven into a F0 sized tornado...Survived Hurricanes: Irma, Wilma, Katrina, and the big one Andrew ! The current one, not the other one."
119,An earthquake in Japan and now another earthquake in Ecuador all in one week ... WAKE THE TF UP PEOPLE !!! You still gonna go drive places tomorrow I bet
120,I thought somebody in my house fell down the stairs and hit the hard wood at the end I felt it. I felt it I'm on da Souf... Idk what that was!?!?
121,i know some of you dont care but there was an earthquake in mexico again and this scares the shit out of me bc there has been a lot of earthquakes here lately i hope you're okay stay safe please was it in ur area are you ok?
122,I didnt feel shit LOL Same Daaaaamn apparently we had one too but we can never feel them lmao
123,So glad to hear you are ok. Omg I had no idea you were there! !I thought the building next to me was going to crash to the ground ( it didn t) Ahhh! I m ok but holy shit that was so scary!!! So relieved to hear you re ok!
124,"oh shit there was an earthquake in southern ca it was a small one but wow hope everyone s safe, they can get scary It was terrifying my bed has wheels and my bed FLEW across my room"
125,"Stay safe Rohan, damnit Glad you re ok. Stay safe & watch those aftershocks Oh no. I am in southern Bali and I just experienced a goddamn magnitude 7 earthquake. Stay safe, keep an eye on Agung!"
126,"I wish I could see you again! Excuse me while I go pick up my melted face. HOLY SHIT, was that an earthquake in NJ last night??"
127,"Holly shit there was an earthquake so strong that I saw the appartment moving and one of my trophies fell from the shelf Was never so scared in my own house Ya we get it, you have trophies Hope you're alright and there wasn't much damage!"
128,"wow fuck there was an earthquake earlier in the central part of my island and a tsunami just hit like a few mins ago (I m ok, barely even felt the earthquake and we re too far for the tsunami to hit us here but holy shit) Glad you re ok Ah thank goodness you're okay! i thought they lifted the tsunami warning im really shocked.."
129,"Shit, got hit by an 8.2 earthquake and we're watching netflix thinking someone is breaking in our house. Keep us in your prayers, a Tsunami is comin Where are you at?"
130,ATC might try to stop you lol There s a lot of dope shit that needs to be done. And flying into a blizzard in NYC.
131,"everyone in cali is tweeting about an earthquake and it makes me wanna not move there tf that shit scary twitter.com/csydelko/statu  Earthquakes can happen literally anywhere michelle I heard it happens all the time East: Floods and Hurricaines, Middle: Tornadoes and Dust Storms, West: Earthquakes and Sinkholes I didn't feel it and most of the time they happen before you even realize it or your asleep"
132,"3rd visit to the ER in New Zealand bc of an infected kidney, there were 2 earthquakes in the hospital then my dad called me a shit magnet and then two gosh darn earthquakes WTF Hahahahaha i LOVE you!"
133,"We also in Rhodos Hello, are you available to speak to BBC World News LIVE in half an hour regarding the earthquake? Hi I work for ITV News would you mind if I contacted you to speak about this?"
134,hope u & yazzy are ok tho lol okay wapa I wish my bed would shake like that sometimes! oh shit last night i was seriously considering there was a demon rattling my bed but i just found it was an earthquake in Cali!!! FML lol I know right !! I love you Omg! How strong was that earthquake on the richter scale?
135,"I survived a year in tornado country I'll be chill Californians would die from dehydration from crying if a tornado was even forming well socal tornado the would be fatal Totally, I'd take quakes over a tornado any day. well the pretty ones would land in some midget land while their greatest enemy would be crushed under a house/apartment studio."
136,hope you're all okayyyy me too I was scared omg hope you're okay!! Shiiiit I hope you're good now! Just got woken up by an earthquake in Japan.
137,"Hope you're both safe Now you know why they have butt washing toilets in Japan stay safe stay safe! KEEMSTARx #DramaAlert if it was small one its so common in japan... where i used to live (which is Shizuoka) used to have like 3-4 earthquakes in a month  that's crazy!!! Just got hit by 4 earthquakes in Hakone, Japan!"
138,"when it lived in Cali there was an earthquake but I didn't know it was an earthquake but I was scared as shit omg, i hope it too I'm in cali right now I got here this morning a few hours after last earthquake I was in was when i was 5... it's some scary shit do you watch pll ?"
139,"On my third anniversary of living in LA, I just felt my third earthquake I came and hid by Marcus like he was gonna stop the earth from shaking."
140,Joe third #earthquake felt in #Oakham my house windows shook for a few seconds and loud #bang Any updates please? another #earthquake in #Oakham loud felt the windows shake about 10 mins ago!!?
141,I ve been thru a hurricane now in PR and now an earthquake. Earth gotta chill.
142,i was still in my bed when LITERALLY an earthquake just happened here in puerto rico. and my bed was shaking...IM SCARED NOW You good?
143,Scary Alberta tryna break away from the rest of Canada and the north American continent
144,Just felt my first earthquake. And it was only level 4 magnitude!!!
145,"Not going to lie, being in an apartment building during one is a bit scary ya, we had one here a couple of years ago and it's the weirdest feeling.."
146,"took me a second to figure out what it was... Wow....  6.7 earthquake releases over 900 times stronger of a 4.7 earthquake like this morning. slept rt thru it scary place to have a earthquake. Just felt my first earthquake tremor in LA... See, it was a good thing you were awake early this morning!"
147,"It didn't wake me up Justin Please stfu are u fine babe i,hope you are fine because i want you babe can you plzz follow me im following you on instagram,Facebook,Twitter,and YouTube I love spring large curls OMG are you ok there I slept through the first earthquake that I was in... My first earthquake I've actually felt in LA. That's one way to wake someone up."
148,"Felt my first earthquake in San Diego last night shit is terrifying Frightening as fuck I experienced 4 very light ones in my life and every time it scared the shit out of me I still remember my first- and only, thankfully What was his name? We live with daily earthquakes are u ok?"
